"PADDD_ID","GeoDataTyp","Region","Country","ISO3166","WDPAID","Location_K","PACODE","primarynam","allnames","EventType","EnactedPro","YearPAGaze","YearPADDD","Cause","Areaaffect","Size_Pre","Size_Post","IUCN_pre","IUCN_post","Reversal","YR_Reverse","Offset","Systemic","Sys_Code","Supporting","Sources","Map_Details","Map_Sources","Notes","Date_Add","Last_Update","AddedBy","isLatestVe","Data_Status","Peer_Reviewed","Study_Link","Off_Type","Off_Area","Off_Details","Off_Source","Rev_Type","Rev_Area","Rev_Details","Rev_Source","Legal_Type","Marine","Marine_ZID","X","X.1","X.2","X.3","X.4","X.5","X.6"
"KHM370189A5","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","64.32","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 128, Section D, dated 13 August 2009 to designate 6432ha as a sustainable use zone, and to grant it to Hout Sambath for Agro-industrial crop and rubber. Sub-decree 188, to reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM398E98F1","Polygon","Asia","Cambodia","KHM","313447","Y","unk","Phnom Aural","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","47","2537.5","2537.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 17, dated 21 March 2011 to designate the area as sustainable use zone and to grant it to Kampong Speu Sugar Co., Ltd for Sugarcane Plantations.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM399B7BD0","Polygon","Asia","Cambodia","KHM","313447","Y","unk","Phnom Aural","Wildlife Sanctuary","Downgrade","Enacted","1993","2010","Industrial Agriculture","90.59","2537.5","2537.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 09, dated 8 January 2010 to designate 2 areas within PA to be sustainable use zone and to grant one of them to Great Field for Agro-industrial crop","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM3F927ABB","Polygon","Asia","Cambodia","KHM","478405","Y","unk","Botum Sakor","National Park","Downgrade","Enacted","1993","2011","Industrial Agriculture","42.8","1352.5","1352.5","unk","unk","N",NA,"unk","unk",NA,"Sub-Decree 171. 7/22/2011. designated as sustainable use zone and granted to Sino Mexim for Agri-Tourism. Sub-decree 239, dated 28 October 2011, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM447DE8BF","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","65","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 263, dated 23 November 2011 to designate the land as sustainable use zone and to grant it to Best Royal (K) Co., Ltd for Agro-industrial crop and rubber. Sub-decree 07, Nov 23 2011 reclassified to state private land","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM4988215C","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","19.46","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 17, dated 25 January, 2011(point 2) to designate the area as sustainable use zone, and to grant it to the company CRCK 2 on Rubber Plantation. (SD xxx 3/21/2011 to SP?)","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM4F725739","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","60","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 106, dated 03 June 2011 to designate 6,000 ha as sustainable use zone and to grant it to Ly Chhoung Construction Import Export; Sub-decree 63, dated 23 April 2012, did the same thing again and nullified the previous sub-decree.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM52A10D43","Polygon","Asia","Cambodia","KHM","478398","Y","238","Seima","Protected Forest","Downgrade","Enacted","2004","2011","Industrial Agriculture","89.26","2980","2980","unk","unk","N",NA,"unk","unk",NA,"A concession sold to Benh Hoeurk Kratie Rubber 1 on 10/24/2011. https://cambodia.opendevelopmentmekong.net/profiles/economic-land-concessions/?map_id=elc_gdc_242","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM52C56651","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","3.5","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 204, dated 7 September 2011, to designate the land as a sustainable use zone and to grant it to Pour Khouch Aphivath for Agro-industrial crop, rubber, animal raising. SD 280, 12/13/2011, to reclassify to State Private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM54645891","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","76","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 264, dated 23 November 2011 to designate the land as sustainable use zone, and to grant it to Tay Ninh Siem Reap Aphivath Caoutchouch Co., Ltd for agro-industrial crop and rubber. Sub-decree 06, 2012, to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM57BA0B13","Polygon","Asia","Cambodia","KHM","68856","Y","unk","Preah Monivong (Bokor)","National Park","Downgrade","Enacted","1993","2000","Industrial Agriculture","54.39","1400","1400","unk","unk","N",NA,"unk","unk",NA,"Camland CO., Ltd, 16,000ha (5439 ha in PA), for Oil Palms. ELC contract signed with MAFF on 26 October, 2000. Reference: http://www.elc.maff.gov.kh/en/profile/15-kpt/42-kp-camland.html","Subedi, S.P., 2012. Report of the Special Rapporteur on the situation of human rights in Cambodia. Phnom Penh: UNOHCHR.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM58298E32","Polygon","Asia","Cambodia","KHM","10121","Y","unk","Lomphat","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","91.73","2500","2500","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 259, dated 8 November 2011 to designate the land as sustainable use zone and to grant it to Hoang Anh Lumpat for Agro-industrial crop and rubber; Sub-decree 09, dated 18 January 2012, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM58D0C8BF","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","99.13","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 76, dated 3 May 2011 to designate the land as a sustainable use zone, and to grant it to Sovannaphum Viniyok Kase-Usahakam for Rubber Plantation & Animal Raising. SD76, 07/18/2011 --> SP.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM5DC31E36","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","64.5","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 128, Section E, dated 13 August 2009 to designate the land as a sustainable use zone, and to grant it to E-Investment for rubber; Sub-decree 185, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM624FC723","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","90.2","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 271, dated 1 December 2011 to designate the land as sustainable use zone and to grant it to Natre Plantation (K.H) Co., Ltd for Agro-industrial crop and rubber. Sub-decree 08, Jan 18 2012, reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM62B14170","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","98.55","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 173, Section B, dated 01 October 2009 to designate the land as a sustainable use zone and to grant it to Memot Rubber Plantationfor rubber and other agricultural crop; Sub-Decree 127, Article 1, ro reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM680579E7","Polygon","Asia","Cambodia","KHM","68865","Y","unk","Phnom Samkos","Wildlife Sanctuary","Downgrade","Enacted","1994","2010","Industrial Agriculture","19.5","3337.5","3337.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 176, dated 30 December 2010, to designate the land as sustainable use zone, and to grant it to MDS Import Export for Rubber; Sub-decree 10, dated 12 January 2011, to reclassify the designated land as state private land","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM6A060E13","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","50","750","750","unk","unk","Y",2014,"unk","unk",NA,"Sub-decree 128, Section C, dated 13 August 2009 to designate 5000ha as a sustainable use zone, and to grant it to Reththy Kiri Seyma for Agro-industrial crop and rubber. ELC canceled on 2014. However ~ 3000 ha were donated to families.

Concession granted to Rethy Kiri Seyma Co., Ltd. via Royal Government of Cambodia Sub-Decree No. 128, Section C, on 13 August 2009.  This constitutes a downgrade of 50km2 of Snuol Wildlife Sanctuary, allowing the concessionaire to develop a rubber plantation.

“Sub-decree 128, dated 13 August 2009 to designate the land as a sustainable use zone, and to grant it to the company.” (Subedi 2012)

“Royal Government of Cambodia
No: 128 ANK. BK (Or.Nor.Kro. Bor.Kor
Sub-Decree On Determination Management area in Natural Protections area to Sustainable Using Area
Decides:
Article 1: The seven sustainable using areas, development and investment, are in Natural Protection area according to Natural Area Protection law such as:...
C. Has determined Snoul Wildlife Sanctuary in area of five thousand hectare (5,000ha) to sustainable using area in geographical Seima District  Mondulkiri Province for provide to RITTY KIRI SEIMA Co.,Ltd to development investment on Rubber plantation, Agro-industry plantation as the map and coordinate in annex 3.”... (Royal Government of Cambodia 2009)

Background:
This event is one of 27 known PADDD events in Snuol Wildlife Sanctuary.  In 2009 and 2010, there were a number of Economic Land Concessions (ELC’s) granted to companies within Snuol Wildlife Sanctuary via sub-decrees from the Government of Cambodia for the purpose of establishing rubber plantations.  For most concessions, this followed a two-step process: (1) The concession was initially granted as a “sustainable use zone,” (allowing rubber plantation development) and was still zoned as state public land, and (2) The concession was re-zoned as state private land.  As the first step changed the allowed land use, this constitutes a downgrade (i.e., PADDD event).  The second step does not change the allowed land use and the concessions are still within federal ownership, so these do not constitute additional PADDD events.  Accordingly, all information for the preceding have been combined into single events for each concession.  Subsequent to the above process, some ELC’s underwent a third “step,” where another sub-decree excised a portion of a given concession that was donated “to the people” or designated as a “community area.”  These events constitute a downsize, and thus a new PADDD event.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.
Subedi, S.P. 2012. Report of the Special Rapporteur on the situation of human rights in Cambodia, Surya P. Subedi: Addendum: A human rights analysis of economic and other land concessions in Cambodia. United Nations General Assembly, Human Rights Council, twenty-first council. Report dated 10 October 2012. Retrieved from: http://cambodia.ohchr.org/EN/PagesFiles/Reports/Thematic-Reports.htm., Royal Government of Cambodia. 2009. Sub-decree No. 128 ANK. BK (Or. Nor. Kro. Bor. Kor).","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM6AC71C50","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","99.93","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 128, dated 13 August 2009. to designate the land as a sustainable use zone and to grant it to An Mady Group for Rubber and other trees.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","admin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM6F937A61","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2012","Industrial Agriculture","85.2","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 92, dated 12 June 2012, to designate the land as sustainable use zone, and to grant it to Metrey Pheap for agro-industrial crop, rubber and animal raising","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM7379EFC0","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","50.59","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 173, Section A. dated 01 October 2009 to designate the land as a sustainable use zone, and to grant it to VKETI for Agro-industrial, rubber. Sub-decree 07, dated 8 January 2010 to reclassify the designated land as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM75B79000","Polygon","Asia","Cambodia","KHM","10121","Y","unk","Lomphat","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","92.24","2500","2500","unk","unk","N",NA,"unk","unk",NA,"Sub-Decree 98, dated 30 May 2011(Point 1) to designate the land as sustainable use zone and to grant it to Jing Zhong Ri Co. Ltd for rubber; Sub-decree 162, dated 22 July 2011, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM7B14C428","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","72.89","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 199, dated 24 November 2009 to designate the land as sustainable use zone; Sub-decree 04, dated 8 January 2010 to reclassify the designated land as state private land, and to grant it to CRCK 2 for Rubber.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM7B7D2192","Polygon","Asia","Cambodia","KHM","478405","Y","unk","Botum Sakor","National Park","Downgrade","Enacted","1993","1998","Industrial Agriculture","180","1712.5","1712.5","unk","unk","N",NA,"unk","unk",NA,"Part of a 60,000 ha concession to Green Rich on 11/25/1998. According to MAFF website dated on 08 June 2012, 42,200 hectares were excised from The Green Rich Co. Ltd in 2003, leaving a remain of 18,000 ha.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM7F6DC414","Polygon","Asia","Cambodia","KHM","68862","Y","unk","Virachey","National Park","Downgrade","Enacted","1993","2011","Industrial Agriculture","90","3325","3325","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 29, dated 15 February 2011, to designate the area to be the sustainable use land and to grant it to Noupheap Sophy for Rubber plantation

Cause: logging to allow rubber plantation establishment
Details: Prime Minister Hun Sen has authorised the felling of about 9,000 hectares of protected forestland in Ratanakkiri’s Vereak Chey National Park by a private company for a new rubber plantation. A sub- decree signed by Hun Sen on February 15 stated that rights to clear-cut part of the protected forest area would be granted to the Srun Sovannaphoum Investment Co Ltd to plant rubber as part of a new special economic zone in Ratanakkiri province.
Ratanakkiri provincial governor Pav Hamphan said yesterday that he was not aware of the sub-decree granting development of a portion of the national park, which consists of about 332,500 total hectares of forest land. [The Phnom Penh Post, march 2011]","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.
Cambodia: Forest land conceded to private firm. The Phnom Penh Post (2011).at <http://www.forestcarbonasia.org/in-the-media/cambodia-forest-land-conceded-to-private-firm/>;","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM803B982A","Polygon","Asia","Cambodia","KHM","10121","Y","unk","Lomphat","Wildlife Sanctuary","Downgrade","Enacted","1993","2012","Industrial Agriculture","90","2500","2500","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 80, dated 7 June 2012, to designate the land as sustainable use zone, and to grant it to Roath Sokhorn Incorporation for Agro-industrial crop and rubber. Sub-decree 133, dated 24 Aug 2012, to reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM879C1A2B","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","50.95","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 17, dated 21 March 2011(point 1) to designate the area as sustainable use zone and to grant it to Bien Hiak 2 for Rubber plantation; Sub-decree 50, dated 21 March 2011 to reclassify the designated land as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
