"PADDD_ID","GeoDataTyp","Region","Country","ISO3166","WDPAID","Location_K","PACODE","primarynam","allnames","EventType","EnactedPro","YearPAGaze","YearPADDD","Cause","Areaaffect","Size_Pre","Size_Post","IUCN_pre","IUCN_post","Reversal","YR_Reverse","Offset","Systemic","Sys_Code","Supporting","Sources","Map_Details","Map_Sources","Notes","Date_Add","Last_Update","AddedBy","isLatestVe","Data_Status","Peer_Reviewed","Study_Link","Off_Type","Off_Area","Off_Details","Off_Source","Rev_Type","Rev_Area","Rev_Details","Rev_Source","Legal_Type","Marine","Marine_ZID","X","X.1","X.2","X.3","X.4","X.5","X.6"
"KHM13FF894E","Polygon","Asia","Cambodia","KHM","10120","Y","unk","Phnom Prich","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","91.6","2225","2225","unk","unk","Y",2014,"unk","unk",NA,"Sub-decree 205, dated 7 September 2011 to designate 9,160 ha as sustainable use zones and to grant it to Kasekam Khmer Angkor Co., Ltd. for agro-industry and rubber. Sub-Decree No. 304, dated on 28 November 2014, cancelled the ELC.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013; OpenDevelopment Cambodia, 2015","Same polygon as PADDDtracker V2.0","unk","unk","unk","2021/05/01","Mathews, L.","Y","Updated","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk","Full","91.6","Sub-Decree No. 304, dated on 28 November 2014, cancelled the ELC.","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM164CECB1","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","16.46","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 17, dated 21 March 2011(point 3) to designate the land as a sustainable use zone and to grant it to the company Rethy Granite for rubber. ","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM17E805BD","Polygon","Asia","Cambodia","KHM","unk","Y","unk","Roneam Daun Sam","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","40.95","400.21","400.21","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 63, dated 6 April 2011 to designate the area to be sustainable use zone, and to grant it to Suon Mean Sambath on  for Agro-industrial crop; Sub-decree 94, dated 24 May 2011, to reclassify as state private land. ","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","Same polygon as PADDDtracker V2.0","unk","unk","unk","2021/05/01","Mathews, L.","Y","Updated","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk","unk","unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM18968918","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","77.5","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 112, dated 14 June 2011 to designate 2 areas within the protected area as sustainable use zone, and to grant one of them to Toming Rubber Co., Ltd for agro-industrial crop","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM1CEA5E68","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","11.95","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 182, dated 11 August 2011 to designate the land as sustainable use zone and to grant it to Hout Meng Rita for agro-industrial crop and rubber","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM21B21E97","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2010","Industrial Agriculture","50","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 154, dated 6 December 2010 to designate the land as a sustainable use zone and to grant it to Sovann Vuthy for rubber plantation. Sub-decree 49, dated 21 March 2011 to expropriate 5000 ha and to reclassify it as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM21E64A77","Polygon","Asia","Cambodia","KHM","10120","Y","unk","Phnom Prich","Wildlife Sanctuary","Downgrade","Enacted","1993","2012","Industrial Agriculture","90.68","2225","2225","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 79, dated 7 June 2012, to designate the land as a sustainable use zone, and to grant it to Lim Royal Joint Stock for Agro-industrial crop; Sub-decree 249, dated Dec 12 2012, to reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM21EFC183","Polygon","Asia","Cambodia","KHM","68862","Y","unk","Virachey","National Park","Downgrade","Enacted","1993","2011","Industrial Agriculture","89.98","3325","3325","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 28, dated 15 February 2011 to designate the land as a sustainable use zone, and to grant it to Srun Sovannaphoum Investment for Rubber and eco-tourism, and special economic zone","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM248A1C7E","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2012","Industrial Agriculture","40.95","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 52, dated 28 March 2012, to designate the land as sustainable use zone, and to grant it to Lun Agritech Investment for Agro-industrial crop and rubber; Sub-decree 86, dated 7 June 2012, to reclassify the designated land as state private land","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM27259666","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2008","Mining","329.272621","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Part of a mining concession granted to Cambodia Iron and Steel Mining Industry Group. The concession for iron mine exploration covers 329.27 km2 of the protected area. Part of the concession lies outside of the protected area.","Open Development Cambodia, 2013. Mining concessions granted in Cambodia between 1998-2012. Data obtained from www.opendevelopmentcambodia.net/downloads, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM2E3CBF18","Polygon","Asia","Cambodia","KHM","68856","Y","unk","Preah Monivong (Bokor)","National Park","Downgrade","Enacted","1993","2011","Industrialization","189.87","1400","1400","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 59,3/30/2011, designate as a sustainable use zone, and to grant it to (Bokor Sok Hong) Sokja Hotel. Sub-decree 184, 8/12/2011, reclassify from public state land as state private land and as sustainable use zone within Bokor National Park","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM2E5AE391","Polygon","Asia","Cambodia","KHM","68865","Y","unk","Phnom Samkos","Wildlife Sanctuary","Downgrade","Enacted","1994","2010","Industrial Agriculture","19.5","3337.5","3337.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 65, dated 9 July 2010, to designate the land as sustainable use zone, and to grant it to Kin Sa Apivath for Rubber","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM2EEE98AA","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","44.68","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 173, Section E, dated 01 October 2009 to designate the land as a sustainable use zone and to grant it to Trach Nhiem Han Dau for Agro-Industrial crops, rubber, Klemchan; Sub-decree 06, dated 8 January 2010 to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM36CE5FC7","Polygon","Asia","Cambodia","KHM","68856","Y","unk","Preah Monivong (Bokor)","National Park","Downgrade","Enacted","1993","1996","Industrial Agriculture","40.5775","1400","1400","unk","unk","N",NA,"unk","unk",NA,"Part of a concession sold to Mong Reththy for palm oil on 1/9/1996; Sub-decree 133 (Point A), dated 20 August 2009 to designate the land as sustainable use zone and grant it to the company for Eco-tourism and Agri-Tourism.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM36ED9B6C","Polygon","Asia","Cambodia","KHM","313447","Y","unk","Phnom Aural","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","10","2537.5","2537.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 77, dated 3 May 2011 to designate the area as a sustainable use zone, and to grant it to YEEJIA Tourism Development, for Agri-Tourism and hot spring natural tourism","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM370189A5","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","64.32","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 128, Section D, dated 13 August 2009 to designate 6432ha as a sustainable use zone, and to grant it to Hout Sambath for Agro-industrial crop and rubber. Sub-decree 188, to reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM398E98F1","Polygon","Asia","Cambodia","KHM","313447","Y","unk","Phnom Aural","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","47","2537.5","2537.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 17, dated 21 March 2011 to designate the area as sustainable use zone and to grant it to Kampong Speu Sugar Co., Ltd for Sugarcane Plantations.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM399B7BD0","Polygon","Asia","Cambodia","KHM","313447","Y","unk","Phnom Aural","Wildlife Sanctuary","Downgrade","Enacted","1993","2010","Industrial Agriculture","90.59","2537.5","2537.5","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 09, dated 8 January 2010 to designate 2 areas within PA to be sustainable use zone and to grant one of them to Great Field for Agro-industrial crop","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM3F927ABB","Polygon","Asia","Cambodia","KHM","478405","Y","unk","Botum Sakor","National Park","Downgrade","Enacted","1993","2011","Industrial Agriculture","42.8","1352.5","1352.5","unk","unk","N",NA,"unk","unk",NA,"Sub-Decree 171. 7/22/2011. designated as sustainable use zone and granted to Sino Mexim for Agri-Tourism. Sub-decree 239, dated 28 October 2011, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM447DE8BF","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","65","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 263, dated 23 November 2011 to designate the land as sustainable use zone and to grant it to Best Royal (K) Co., Ltd for Agro-industrial crop and rubber. Sub-decree 07, Nov 23 2011 reclassified to state private land","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM4988215C","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","19.46","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 17, dated 25 January, 2011(point 2) to designate the area as sustainable use zone, and to grant it to the company CRCK 2 on Rubber Plantation. (SD xxx 3/21/2011 to SP?)","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM4F725739","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","60","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 106, dated 03 June 2011 to designate 6,000 ha as sustainable use zone and to grant it to Ly Chhoung Construction Import Export; Sub-decree 63, dated 23 April 2012, did the same thing again and nullified the previous sub-decree.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM52A10D43","Polygon","Asia","Cambodia","KHM","478398","Y","238","Seima","Protected Forest","Downgrade","Enacted","2004","2011","Industrial Agriculture","89.26","2980","2980","unk","unk","N",NA,"unk","unk",NA,"A concession sold to Benh Hoeurk Kratie Rubber 1 on 10/24/2011. https://cambodia.opendevelopmentmekong.net/profiles/economic-land-concessions/?map_id=elc_gdc_242","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM52C56651","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","3.5","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 204, dated 7 September 2011, to designate the land as a sustainable use zone and to grant it to Pour Khouch Aphivath for Agro-industrial crop, rubber, animal raising. SD 280, 12/13/2011, to reclassify to State Private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM54645891","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","76","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 264, dated 23 November 2011 to designate the land as sustainable use zone, and to grant it to Tay Ninh Siem Reap Aphivath Caoutchouch Co., Ltd for agro-industrial crop and rubber. Sub-decree 06, 2012, to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM58298E32","Polygon","Asia","Cambodia","KHM","10121","Y","unk","Lomphat","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","91.73","2500","2500","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 259, dated 8 November 2011 to designate the land as sustainable use zone and to grant it to Hoang Anh Lumpat for Agro-industrial crop and rubber; Sub-decree 09, dated 18 January 2012, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2015. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2015.","unk","unk","unk","unk","2019/05/01","SQin","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM58D0C8BF","Polygon","Asia","Cambodia","KHM","68867","Y","unk","Beng Per","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","99.13","2425","2425","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 76, dated 3 May 2011 to designate the land as a sustainable use zone, and to grant it to Sovannaphum Viniyok Kase-Usahakam for Rubber Plantation & Animal Raising. SD76, 07/18/2011 --> SP.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM5DC31E36","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","64.5","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 128, Section E, dated 13 August 2009 to designate the land as a sustainable use zone, and to grant it to E-Investment for rubber; Sub-decree 185, to reclassify as state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM624FC723","Polygon","Asia","Cambodia","KHM","61943","Y","unk","Kulen Promtep","Wildlife Sanctuary","Downgrade","Enacted","1993","2011","Industrial Agriculture","90.2","4025","4025","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 271, dated 1 December 2011 to designate the land as sustainable use zone and to grant it to Natre Plantation (K.H) Co., Ltd for Agro-industrial crop and rubber. Sub-decree 08, Jan 18 2012, reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
"KHM62B14170","Polygon","Asia","Cambodia","KHM","68869","Y","unk","Snoul","Wildlife Sanctuary","Downgrade","Enacted","1993","2009","Industrial Agriculture","98.55","750","750","unk","unk","N",NA,"unk","unk",NA,"Sub-decree 173, Section B, dated 01 October 2009 to designate the land as a sustainable use zone and to grant it to Memot Rubber Plantationfor rubber and other agricultural crop; Sub-Decree 127, Article 1, ro reclassify to state private land.","LICADHO (Cambodian League for the Promotion and Defense of Human Rights), 2013. Economic land concessions for agriculture and Industrialization granted in Cambodia between 1998-2012. Data obtained from LICADHO, March 2013.","unk","unk","unk","unk","2019/05/01","Mathews, L.","Y","No change","Y","R.E. Golden Kroner et al., The uncertain future of protected lands and waters. Science. 31, 364 (6443), 881-886 (2019). DOI: 10.1126/science.aau5525.",NA,"unk","unk","unk",NA,"unk","unk","unk","unk",0,NA,NA,NA,NA,NA,NA,NA,NA
